Time,Detected Intent,Original Transcription,Final Response,Log Count
"2026-01-12 03:16:38","send_money","Transfer one thousand to Mushtaba Sheikh.","{'id': '23734086', 'type': 'send_money', 'amount': 1000.0, 'detected_language': 'english', 'name': 'MUJTABA SHEIKH', 'bankName': 'UBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'fe58ee6c-b21c-49ea-9f71-92b5760ed9b3.wav'}","23"
"2026-01-12 03:16:28","unknown","Transfer one","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '1cd08990-5297-4a06-af52-1e27d0a95c9c.wav'}","17"
"2026-01-12 03:15:28","send_money","ٹرانسفر ون تھاؤزن ٹو تاوت خان","{'id': '', 'type': 'send_money', 'amount': 1000, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'af6851fd-0bc2-4338-8adb-934976670f14.wav'}","25"
"2026-01-12 03:15:07","send_money","Transfer one thousand to Muzammil Khan.","{'id': '157188632', 'type': 'send_money', 'amount': 1000.0, 'detected_language': 'english', 'name': 'MUZAMMIL KHAN', 'bankName': 'MEEZAN', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'f99cb837-f493-4d0c-b2b6-ad6d5e58a222.wav'}","23"
"2026-01-12 03:14:09","unknown","How can you help me?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'b052b144-480a-4f13-a9ca-495d7f604ee8.wav'}","17"
"2026-01-12 03:14:00","mobile_topup","If there is no speech in the audio, return empty text.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'd6202ac6-27c9-4e1c-bc2e-0550d103608f.wav'}","19"
"2026-01-12 03:13:54","","","","5"
"2026-01-12 03:13:53","unknown","یہ میرے پاس مائنس کیوں دکھا رہا ہے پیسے؟","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': '37c5a88b-25fd-4ddf-a610-f731fdf011f4.wav'}","19"
"2026-01-12 03:13:50","unknown","How can you help me?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '6c3d8a36-0a03-4f11-9410-a89563347f6a.wav'}","17"
"2026-01-12 03:01:42","unknown","آپ میں پیسے سینڈ کرکے واپس نکالنے کا کیا مطلب؟","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': '8dda1584-e4a3-468c-9130-c8ba48bb6178.wav'}","19"
"2026-01-12 03:01:26","unknown","ایک سو نبوے کا کیا آ سکتا ہے؟","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': '344e0124-0319-4777-8d3e-c14422cfe5e2.wav'}","19"
"2026-01-12 03:01:05","unknown","کسون نمبر پر کیا آ سکتا ہے؟","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': '227c5687-7892-4bda-b471-a3e214c34c9a.wav'}","19"
"2026-01-12 03:00:54","pay_bill","If there is no speech in the audio, return empty text. CRITICAL: The audio may contain URDU or ENGLISH speech. Mentioned names are typically Pakistani names.Transcribe the Pakistani names in the audio correctly.The audio is a financial command for sending/transferring money. Commands may include: money transfers, bill payments, mobile top-ups, or statement requests. Numbers and amounts may be spoken in either language — always convert them into numeric digits. Mentioned names are typically Pakistani names.Focus on capturing beneficiary names, and bank names correctly. Ignore filler words.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'ee58fc53-ea08-496a-82f2-a303998b8dd2.wav'}","19"
"2026-01-12 03:00:43","unknown","اس پیسوں کا کیا کر سکتے ہیں ہم؟","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': '9f4f0cbf-a22a-4a65-9933-0458dd858c53.wav'}","19"
"2026-01-12 03:00:35","pay_bill","If there is no speech in the audio, return empty text. CRITICAL: The audio may contain URDU or ENGLISH speech. Mentioned names are typically Pakistani names.Transcribe the pakistani names in the audio correctly.The audio is a financial command for sending/transferring money. Commands may include: money transfers, bill payments, mobile top-ups, or statement requests. Numbers and amounts may be spoken in either language — always convert them into numeric digits. Mentioned names are typically Pakistani names.Focus on capturing beneficiary names, and bank names correctly. Ignore filler words.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '0a8eb9ed-fef7-4559-9145-28a1d29e0559.wav'}","19"
"2026-01-12 02:58:35","send_money","Payment transfer to Shahzaib Mumtaz 40,000 rupees.","{'id': '152961903', 'type': 'send_money', 'amount': 40000, 'detected_language': 'english', 'name': 'SHAH ZAIB MUMTAZ', 'bankName': 'UBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '9112119e-0566-4037-ab10-d0fe2f43daff.wav'}","24"
"2026-01-12 02:58:10","send_money","پیمینٹ ٹرانسفرڈ ٹو شاہ زیب ممتاز","{'id': '152961903', 'type': 'send_money', 'amount': 2, 'detected_language': 'english', 'name': 'SHAH ZAIB MUMTAZ', 'bankName': 'UBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '00aaf2bc-a3ec-405a-bc73-873e4423d0c6.wav'}","25"
"2026-01-12 02:57:15","send_money","I want to transfer money.","{'id': '', 'type': 'send_money', 'amount': 0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'b33a1abd-fdd9-4a9d-afc2-ddbb1019037c.wav'}","23"
"2026-01-12 02:43:16","send_money","سینڈ منی ٹو ایزی پیسہ 0316-5759446","{'id': '', 'type': 'send_money', 'amount': 5759446.0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '2f5ea18e-5784-4ad4-82e3-02147ce19135.wav'}","24"
"2026-01-12 02:35:23","unknown","Show me the jazz packages.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '7b0be80c-3973-44fe-a921-2a03b5f04ca0.wav'}","17"
"2026-01-12 02:34:30","pay_bill","1 million rupees to Malik Hamza.","{'id': '', 'type': 'pay_bill', 'amount': 1000000.0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '1ce1c49d-8ad8-4746-909d-f9084669a9f4.wav'}","19"
"2026-01-12 02:34:11","send_money","Transfer one rupee to Malik Hamza.","{'id': '207336619', 'type': 'send_money', 'amount': 1.0, 'detected_language': 'english', 'name': 'MUHAMMAD HAMZA', 'bankName': 'JazzCash', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'cd408785-0c84-4da6-bc0d-4405f586ad7f.wav'}","23"
"2026-01-12 02:34:00","unknown","پاسپورٹ ون روپیہ۔","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '0b127179-63c5-42d6-ae3b-05d45e2f6f9a.wav'}","19"
"2026-01-12 02:30:44","send_money","Send fifty thousand to Uzair Naveed Khan.","{'id': '92130358', 'type': 'send_money', 'amount': 50000.0, 'detected_language': 'english', 'name': 'UZAIR NAVEED KHAN', 'bankName': 'MEEZAN', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '6d56e17e-dc4c-4f7d-a144-03a216e9dfd1.wav'}","23"
"2026-01-12 02:28:34","send_money","Send 100 to Muhammad Anas.","{'id': '104993891', 'type': 'send_money', 'amount': 100.0, 'detected_language': 'english', 'name': 'MUHAMMAD ANAS', 'bankName': 'JazzCash', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '9a9473a9-6334-452d-9b7c-d86de87ddb52.wav'}","23"
"2026-01-12 02:28:22","pay_bill","If there is no speech in the audio, return empty text. CRITICAL: The audio may contain URDU or ENGLISH speech. Mentioned names are typically Pakistani names.Transcribe the Pakistani names in the audio correctly.The audio is a financial command for sending/transferring money. Commands may include: money transfers, bill payments, mobile top-ups, or statement requests. Numbers and amounts may be spoken in either language — always convert them into numeric digits. Mentioned names are typically Pakistani names.Focus on capturing beneficiary names, and bank names correctly. Ignore filler words.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '1b4ad4d9-5b5f-411b-ad83-1d07394c22e2.wav'}","19"
"2026-01-12 02:26:12","unknown","ہیجوبیل","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '9d2129fe-ed87-4fd5-ab64-26dd7f518900.wav'}","19"
"2026-01-12 02:26:04","pay_bill","If there is no speech in the audio, return empty text. CRITICAL: The audio may contain URDU or ENGLISH speech. Mentioned names are typically Pakistani names.Transcribe the Pakistani names in the audio correctly.The audio is a financial command for sending/transferring money. Commands may include: money transfers, bill payments, mobile top-ups, or statement requests. Numbers and amounts may be spoken in either language — always convert them into numeric digits. Mentioned names are typically Pakistani names.Focus on capturing beneficiary names, and bank names correctly. Ignore filler words.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'be1de1f6-5523-4b6f-895a-79e80cc84999.wav'}","19"
"2026-01-12 02:21:54","unknown","ہم دان","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '52e1c29e-feb3-43bd-a2b5-11bf32a4b6d7.wav'}","19"
"2026-01-12 02:16:33","pay_bill","If there is no speech in the audio, return empty text. CRITICAL: The audio may contain URDU or ENGLISH speech. Mentioned names are typically Pakistani names. Transcribe the Pakistani names in the audio correctly. The audio is a financial command for sending/transferring money. Commands may include: money transfers, bill payments, mobile top-ups, or statement requests. Numbers and amounts may be spoken in either language — always convert them into numeric digits. Mentioned names are typically Pakistani names. Focus on capturing beneficiary names, and bank names correctly. Ignore filler words.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '7090d590-b1ec-42ae-9015-aa1438654407.wav'}","19"
"2026-01-12 02:16:11","send_money","محمد علی کو بولو کہ پانچ ہزار مجھے بھیجے۔","{'id': '206846060', 'type': 'send_money', 'amount': 5000.0, 'detected_language': 'urdu', 'name': 'MUHAMMAD ALI', 'bankName': 'Easypaisa', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '5ffc1042-18b3-46cb-8d9d-b99be1870d4e.wav'}","25"
"2026-01-12 02:15:47","send_money","محمد علی کو پانچ ہزار بھیجو","{'id': '206846060', 'type': 'send_money', 'amount': 5000.0, 'detected_language': 'urdu', 'name': 'MUHAMMAD ALI', 'bankName': 'Easypaisa', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '0b6a4e99-c72a-41fc-ad67-c9fe0346f3fd.wav'}","25"
"2026-01-12 02:15:35","download_statement","لگے اکاؤنٹ نمبر 0316556253","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '002bba49-f76f-415c-9921-babc2099b266.wav'}","20"
"2026-01-12 02:01:45","unknown","میری گاہست ٹرانزیکشن","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': 'c3ba1c50-7c83-4f41-a16e-24588bd16fe0.wav'}","19"
"2026-01-12 02:01:41","unknown","عطیف خان","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '3e8dc8a8-e256-40c7-bde7-31760c93f227.wav'}","19"
"2026-01-12 02:01:34","unknown","سلمان خان","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '1c9d0b87-8436-4a3d-a207-42b05d51bb7a.wav'}","19"
"2026-01-12 02:01:28","download_statement","میری آخری ٹرانزیکشن","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': '0ed98246-28a2-4559-9690-de6a10f4499f.wav'}","20"
"2026-01-12 02:00:51","send_money","Send five hundred thousand to Waleed uz Zaman Khan.","{'id': '38138770', 'type': 'send_money', 'amount': 500000.0, 'detected_language': 'english', 'name': 'Waleed Uz Zaman Khan', 'bankName': 'NAYAPAY', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '9d5385a5-7a7d-47d3-88e2-09ebf2f03657.wav'}","23"
"2026-01-12 02:00:33","send_money","Send one hundred thousand to Zamat account.","{'id': '35662531', 'type': 'send_money', 'amount': 100000.0, 'detected_language': 'english', 'name': 'ZAMART', 'bankName': 'MEEZAN', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'd1980ede-7299-49da-8db2-128425b02e64.wav'}","23"
"2026-01-12 02:00:03","send_money","Send twenty-five thousand to Zamat.","{'id': '35662531', 'type': 'send_money', 'amount': 25000.0, 'detected_language': 'english', 'name': 'ZAMART', 'bankName': 'MEEZAN', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '8eb77110-e434-4445-a3cb-4a6d9db1e5df.wav'}","23"
"2026-01-12 01:59:52","unknown","فنڈز ٹرانسفر","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '63e5c046-c121-467d-8bcb-4f4d60e886d0.wav'}","19"
